ROI,tvalue,pvalue,fdr-pvalue
A35/36r_L,1.2515625034445568,0.2112556248224469,0.26650709592985605
A35/36r_R,1.1569876470634834,0.2477742359255047,0.30174486157264435
A35/36c_L,0.11712039968672397,0.9068069382227104,0.907891271005981
A35/36c_R,-0.741171350842016,0.45890246791668343,0.49731280664098737
TL_L,2.6442336556441264,0.008418862383748043,0.05119956461905947
TL_R,1.9603782849696274,0.05045053420383435,0.1119190226284192
A28/34_L,0.20318883704971838,0.8390617752979642,0.857106966215299
A28/34_R,0.7987546083767532,0.4247737738319387,0.4685845218056364
TI_L,1.3961711290406358,0.16322014022012266,0.22431371225782218
TI_R,2.6225286054094954,0.008967299643670296,0.05252275505578315
TH_L,3.6715266236128232,0.0002643688446359442,0.009571572970405574
TH_R,1.7051052295169733,0.08873338200638849,0.15753392090463428
rpSTS_L,2.3454105288853704,0.019356700980296904,0.07325766832543136
rpSTS_R,2.0625257622303086,0.039621625267626304,0.10260188695879216
cpSTS_L,2.226631152467149,0.02637174592291838,0.0876682364464584
cpSTS_R,2.1278157038550707,0.03379166529387948,0.09633128224076297
A7r_L,3.613947591852865,0.00032893391955154185,0.010114718026209911
A7r_R,2.904557986833972,0.0038239557923585754,0.03484048610815591
A7c_L,1.0323432624229145,0.3023601724941505,0.35085189827151425
A7c_R,1.0598185547810148,0.28968733129383856,0.3409716913793506
A5l_L,1.6846984598143486,0.09260794593461569,0.16272539071368186
A5l_R,2.586840707350434,0.00993885789137779,0.05685951258788224
A7pc_L,2.6896324818201274,0.0073679143140202635,0.048986673547269856
A7pc_R,1.9475820784805047,0.051967952757599266,0.1124254871777889
A7ip_L,1.8413986508854938,0.06609566203005175,0.129043911582482
A7ip_R,1.753876400419107,0.08000262910556083,0.14843234323495733
A39c_L,1.657954974218223,0.09789059520470376,0.16557711508799589
A39c_R,2.0335845861241917,0.0424678214929485,0.10660289884964623
A39rd_L,2.509777644437822,0.01236375226959914,0.059387611644155534
A39rd_R,2.849267191461547,0.004544368062395493,0.0371145778493451
A40rd_L,1.963766533404644,0.05005503535859021,0.1119190226284192
A40rd_R,0.7269962838452981,0.4675342098611317,0.5044448053764842
A40c_L,2.5610588732897432,0.010698150257220353,0.05925065447336414
A40c_R,2.3576271271461735,0.018737625492596555,0.072022747987168
A39rv_L,3.7700984646087625,0.00018064463327759832,0.009055990279949123
A39rv_R,1.9706091891251751,0.04926425816269333,0.1119190226284192
A40rv_L,1.5420011108397165,0.12364225194155275,0.19009996236013735
A40rv_R,0.904346597059555,0.366203317913962,0.4085410281977379
A7m_L,1.456552876635493,0.14580431436499336,0.21223586588040452
A7m_R,1.462455128102358,0.1441815328049365,0.21112295875008558
A5m_L,2.1460509329754256,0.032301098031136406,0.09594554907831084
A5m_R,2.169054388881955,0.03050163718187975,0.0949797816043344
dmPOS_L,1.442116289230323,0.14983260670911777,0.2157694334005743
dmPOS_R,1.152133549336339,0.24976133907385828,0.3026664503062519
A31_L,2.7380692651816516,0.0063781301449472505,0.04358388932380621
A31_R,2.0783815690894234,0.038132304611804835,0.10086609606993537
A1/2/3ulhf_L,1.509039111412966,0.1318568154845099,0.2002270161061076
A1/2/3ulhf_R,1.9464866239434735,0.05209961600921925,0.1124254871777889
A1/2/3tonIa_L,1.259278787469109,0.20845805161155373,0.26613407639892533
A1/2/3tonIa_R,1.4173430513194858,0.1569427725655775,0.216898438489506
A2_L,0.9897001349117354,0.3227512105628447,0.37101307382457854
A2_R,0.5588781612342966,0.5764698928838204,0.6060324514932471
A1/2/3tru_L,1.5813702689663798,0.11436206470803736,0.1791915154024025
A1/2/3tru_R,1.7036083275077405,0.08901306912904132,0.15753392090463428
G_L,1.2083890728145819,0.22741132213556917,0.28112153389623123
G_R,1.9960693733341592,0.04641363964387381,0.10978610915762457
vIa_L,3.377803602877256,0.0007818074686645746,0.012821642486099025
vIa_R,3.912993057042887,0.00010245430668366926,0.009055990279949123
dIa_L,1.4937044733940024,0.1358201366816817,0.20349399520378272
dIa_R,1.8290183575892147,0.06793231555244267,0.1315854301252039
vId/vIg_L,3.8078278243865618,0.00015579236197963282,0.009055990279949123
vId/vIg_R,2.484196973739989,0.013277718050522578,0.059387611644155534
dIg_L,2.556471846758657,0.010838534354883684,0.05925065447336414
dIg_R,1.7053009365874883,0.08869686786496396,0.15753392090463428
dId_L,1.9270939635126407,0.0544771285987399,0.11528777361460027
dId_R,2.1632627548683967,0.030946361637026226,0.09516006203385564
A23d_L,2.981504027255181,0.0029939755795349026,0.032022521415895046
A23d_R,3.6637226121350666,0.0002723618324912155,0.009571572970405574
A24rv_L,2.6542476791805916,0.008176125159033156,0.05119956461905947
A24rv_R,3.4142101435042638,0.000686308206038409,0.012059415620389188
A32p_L,1.7415175590367646,0.08214596140371341,0.1508052724277127
A32p_R,2.4217010490441515,0.015766926854505505,0.06464440010347257
A23v_L,2.495568635992647,0.012864275742231604,0.059387611644155534
A23v_R,2.335535846150688,0.019870124565316324,0.07406137337981539
A24cd_L,3.0926412053445524,0.0020833808254430253,0.024405318240904007
A24cd_R,3.4511820313870314,0.0006005406438715504,0.012059415620389188
A23c_L,2.040745259364979,0.04174793606343185,0.10587620898561068
A23c_R,1.8125958957239032,0.0704333782155134,0.1353641487579398
A32sg_L,1.4332876371838779,0.15233771587516406,0.2157694334005743
A32sg_R,2.020415058115117,0.043819294334914646,0.10871145119155035
cLinG_L,1.5728812786558988,0.11631515410850503,0.17995929503580022
cLinG_R,0.7631271589930563,0.44571122612531977,0.48515469746384365
rCunG_L,1.7703741189788629,0.07721275421189643,0.1449949430238666
rCunG_R,2.1368184491215496,0.033048557901642274,0.09633128224076297
cCunG_L,0.6940895985276847,0.48791591475206286,0.524136746851561
cCunG_R,0.955761305210187,0.33960820667928093,0.3867760131625144
rLinG_L,2.809934038181999,0.005129657101128997,0.0371145778493451
rLinG_R,2.13119232566033,0.03351128886827665,0.09633128224076297
vmPOS_L,2.3180642681236407,0.02080779203352696,0.07599743434539948
vmPOS_R,2.913052192234632,0.0037230020371181367,0.03484048610815591
mOccG_L,1.2892997938327537,0.19782998320083267,0.2602469297722184
mOccG_R,0.6503819085799636,0.515714208915925,0.5515899799709459
V5/MT+_L,2.6396036926279183,0.008533260769843246,0.05119956461905947
V5/MT+_R,1.4684512883377918,0.1425471841389568,0.20997968442025974
OPC_L,1.2516863510623668,0.21121050942117545,0.26650709592985605
OPC_R,0.9072150667359857,0.364686092522553,0.4085410281977379
iOccG_L,0.20238972735186725,0.83968609291824,0.857106966215299
iOccG_R,0.14778193844791718,0.8825684395098733,0.8921738552189479
msOccG_L,2.4922815460602976,0.012982595555455707,0.059387611644155534
msOccG_R,2.8174897070077445,0.005012186283857156,0.0371145778493451
lsOccG_L,1.9205418964391041,0.05530063937610907,0.11528777361460027
lsOccG_R,1.3604826314255458,0.17422851625596447,0.23293595108134382
mAmyg_L,2.264423436477421,0.023932338979215793,0.08413046989969017
mAmyg_R,1.6573789684536242,0.09800697579420113,0.16557711508799589
lAmyg_L,1.382476276521454,0.16738055480103195,0.22623965099480142
lAmyg_R,2.1226135696457673,0.03422755803924528,0.09633128224076297
rHipp_L,1.0346210564178033,0.301295703078357,0.35085189827151425
rHipp_R,1.2096240712081676,0.226937239429963,0.28112153389623123
cHipp_L,1.5094963810365392,0.13174002634166687,0.2002270161061076
cHipp_R,1.6730014193893379,0.09488952636124566,0.16438608087934106
vCa_L,0.46584556617973816,0.6415084786585584,0.668691041313582
vCa_R,0.921979249275118,0.35693928867986036,0.40278470190479654
GP_L,1.6537888908043246,0.09873484266481766,0.16557711508799589
GP_R,2.1822284074182337,0.029510494329172732,0.09321481636635186
NAC_L,1.6527689235103409,0.09894242243063169,0.16557711508799589
NAC_R,0.9028006928925248,0.367022631023171,0.4085410281977379
vmPu_L,1.3854297629365564,0.16647661369766303,0.22623965099480142
vmPu_R,1.7067253108299487,0.0884314801711973,0.15753392090463428
dCa_L,0.6398409513088972,0.522539561622893,0.5564707019880158
dCa_R,-0.1448010715666562,0.884920409241558,0.8921738552189479
dlPu_L,1.9541665192691222,0.0511824326992799,0.11241855753591835
dlPu_R,2.090555383037838,0.03702146631535864,0.1000620730812837
mPFtha_L,3.556020186190127,0.0004086092864512038,0.011168653829666237
mPFtha_R,3.765294439595076,0.0001840648430883968,0.009055990279949123
mPMtha_L,2.8363828570336396,0.0047290468123685385,0.0371145778493451
mPMtha_R,2.886494200672611,0.0040469831963509525,0.035555638082226226
Stha_L,2.4583048937046326,0.014263305043324402,0.060496086907893154
Stha_R,3.094489571788605,0.0020706639959054535,0.024405318240904007
rTtha_L,1.8669325893619388,0.06243706848316935,0.12386708747467469
rTtha_R,2.5036364025019306,0.012577920336934289,0.059387611644155534
PPtha_L,3.001713961366433,0.002805190888713237,0.031367134482884376
PPtha_R,1.631838745344973,0.10327967818134684,0.1694360609935225
Otha_L,1.9777362683937294,0.0484518130749036,0.1119190226284192
Otha_R,1.6365170547710624,0.10229729189352958,0.1694360609935225
cTtha_L,2.646644578297692,0.008359838871348294,0.05119956461905947
cTtha_R,2.767430444519723,0.005838210112411258,0.04103427679009056
lPFtha_L,4.323976136644589,1.8163248558901968e-05,0.004468159145489883
lPFtha_R,2.813813108416623,0.0050690396491921315,0.0371145778493451
